STT,Từ khóa chính,Tỉnh thành,Bài viết,BTV,NV deadline cũ,Bài đăng,PIC xin và gắn link ảnh,PIC Đăng lại,PC QC,Trạng thái
86,bảo tàng điêu khắc chăm đà nẵng,Đà Nẵng,https://docs.google.com/document/d/1W8jMi5DzeQr1z4JkYMUwiQ4gf8OObp3_NWXcA3hLqIE/edit?usp=sharing,Hạnh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bao-tang-dieu-khac-cham-da-nang,,,,Chưa triển khai
87,chợ đêm đà nẵng,Đà Nẵng,https://docs.google.com/document/d/1UzjGY4N-wkAfYv59rJybDkOuWjyIAB14x1zWhJSJNAI/edit?tab=t.0,Hạnh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cho-dem-da-nang,,,,Chưa triển khai
88,đà nẵng có gì chơi,Đà Nẵng,https://docs.google.com/document/d/1-y2a2Ko37mAewdNmvuinEpC4qPUCgjw6oRjhhJrFp3c/edit?tab=t.0,Lô,Ngân 29/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/da-nang-co-gi-choi,,,,Chưa triển khai
89,chợ hồ thị kỷ,Hồ Chí Minh,https://docs.google.com/document/d/1I_TnpG85r7Sx6R918cWTy354rX_-E8j9rj0UiuP8ZTY/edit?tab=t.0,Hạnh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cho-ho-thi-ky,,,,Chưa triển khai
90,chùa bà thiên hậu,Hồ Chí Minh,https://docs.google.com/document/d/1za7b8FV2qA6F1L_tnEvVVr4VSmyTrKeXwdg2OapSNSU/edit?tab=t.0,Hạnh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-ba-thien-hau,,,,Chưa triển khai
91,chùa ngọc hoàng,Hồ Chí Minh,https://docs.google.com/document/d/1-P0dXKD7OkQpbRPeIbZUkH2PO7xyNcYMBb1bzpRUmUg/edit?tab=t.0,Hạnh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-ngoc-hoang,,,,Chưa triển khai
92,cầu tình yêu đà nẵng,Đà Nẵng,https://docs.google.com/document/d/11LhZLLgWQ-wca7VObLzbNigXVBO-gSZ6b4KhVSmAoHI/edit?tab=t.0,Hạnh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cau-tinh-yeu-da-nang,,,,Chưa triển khai
93,biển đà nẵng,Đà Nẵng,https://docs.google.com/document/d/166ji9BGj3dY7NFD8Q9af-HJaGulwnTt8b6Ao8f1En5o/edit?tab=t.0,Hạnh,Hạnh 17/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bien-da-nang,,,,Chưa triển khai
94,chùa một cột,Hà Nội,https://docs.google.com/document/d/1F_yk9IRMFAyiAzk9dThPkNxDi3Vaun04hYf3cJwatG8/edit?usp=sharing,Hạnh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-mot-cot,,,,Chưa triển khai
95,chùa gò kén,Tây Ninh,https://docs.google.com/document/d/1ynPlKC6DNd35_z7DpjEz50SWmR-_lcVNv0tjCuJApdE/edit?tab=t.0,Châu Anh,Mai Phương 7/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-go-ken,,,,Chưa triển khai
96,tòa thánh tây ninh,Tây Ninh,https://docs.google.com/document/d/1CTNt2aVR28V17ID0Xbn81_WpdDheRxb1CAkqLMIRz24/edit?tab=t.0,Châu Anh,Mai Phương 7/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/toa-thanh-tay-ninh,,,,Chưa triển khai
97,đặc sản tây ninh,Tây Ninh,https://docs.google.com/document/d/1bSDgYEa-lFKHfcy5o33oBe6OZaWAl9ied-hDoQfk_gU/edit?tab=t.0,Châu Anh,Mai Phương 7/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-tay-ninh,,,,Chưa triển khai
98,núi bà đen,Tây Ninh,https://docs.google.com/document/d/1WmPz3v9I1z8u18-OEQfHp589qxpcwHZRWlN86NHz2KE/edit?tab=t.0,Châu Anh,C Hà Phương 7/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/nui-ba-den,,,,Chưa triển khai
99,tây ninh có gì chơi,Tây Ninh,https://docs.google.com/document/d/1D0fI_zZmKBhP5uC7KvJ5lG14171IssiF1JZwj6fCzjQ/edit?tab=t.0#heading=h.77tjhyr4mcxu,Châu Anh,C Hà Phương 7/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/tay-ninh-co-gi-choi,,,,Chưa triển khai
100,hồ dầu tiếng,"Tây Ninh, Bình Dương, Bình Phước",https://docs.google.com/document/d/1S7yyBjYDXo22CH5NZ9voNvGrbBAkyTgXOBwQ7uMlGSk/edit?usp=sharing,Châu Anh,Khánh Huyền 7/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/ho-dau-tieng,,,,Chưa triển khai
101,du lịch tây ninh,Tây Ninh,https://docs.google.com/document/d/1fPYKhIEuupliu6kzthPjjYh5gM7z4Wdrk7gwTxgGfrI/edit?tab=t.0,Châu Anh,C Thy 7/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-tay-ninh,,,,Chưa triển khai
102,chùa bà tây ninh,Tây Ninh,https://docs.google.com/document/d/17YAniRxoeXXSBdoHBR9446-jiE_J8uKBiB2GAttPLTA/edit?tab=t.0#heading=h.9c0lsi7z298y,Châu Anh,C Thy 7/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-ba-tay-ninh,,,,Chưa triển khai
103,chùa tam chúc hà nam,Hà Nam,https://docs.google.com/document/d/1j1mSQ53dw5JdKg9b6f1BOY0kiOiwxURpYKW6iWqnZew/edit?tab=t.0,Châu Anh,C Hà Phương 16/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-tam-chuc-ha-nam,,,,Chưa triển khai
104,chùa địa tạng phi lai,Hà Nam,https://docs.google.com/document/d/11cvFUoyzBB-fl3PW5aDalcnby1UlfWv4X9A5c52Kzzs/edit?tab=t.0,Châu Anh,C Hà Phương 16/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-dia-tang-phi-lai,,,,Chưa triển khai
105,hà nam có đặc sản gì,Hà Nam,https://docs.google.com/document/d/1RJBmkeZlIg_aNNnt6vrjxmgO89O0UPxbMjuhMXbGS1Q/edit?tab=t.0,Châu Anh,Mai Phương 16/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/ha-nam-co-dac-san-gi,,,,Chưa triển khai
106,bánh cuốn phủ lý,Hà Nam,https://docs.google.com/document/d/14BiXgnuffq1VwDDsv6mKBGX4wvOGJ8RzNHAWUDPAMxg/edit?tab=t.0,Châu Anh,Mai Phương 16/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/banh-cuon-phu-ly,,,,Chưa triển khai
107,đền trần thương,Hà Nam,https://docs.google.com/document/d/1BeWdttfo7e1kRhnXhEZIdvds-j00uz1-EquL5k2_b-c/edit?usp=sharing,Châu Anh,Khánh Huyền 17/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/den-tran-thuong,,,,Chưa triển khai
108,du lịch quy nhơn,Bình Định,https://docs.google.com/document/d/1QitVibj8FfspHdHLkXQiViciAzZWwe8I076MRH-Bt8o/edit?tab=t.0,Châu Anh,C Thy 17/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-quy-nhon,,,,Chưa triển khai
109,Đặc sản Bình Định,Bình Định,https://docs.google.com/document/d/12gmqGsW2fTJ4OmtfruVGAVHPvZkiX9rTMLJp_NQO_uA/edit?tab=t.0,Châu Anh,Mai Phương 16/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-binh-dinh,,,,Chưa triển khai
110,Tháp Bánh Ít,Bình Định,https://docs.google.com/document/d/18I8LPMhLLuM_IoFhSqD3MmP5317oWVUKRUQZV0wZWnY/edit?tab=t.0,Châu Anh,C Thy 17/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/thap-banh-it,,,,Chưa triển khai
111,Eo gió,Bình Định,https://docs.google.com/document/d/1pNdynolDkJNPST3SaRoDN5u2bhIQu9YNtD-Lv4fozVM/edit?usp=sharing,Hạnh,Hân 12/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/eo-gio,,,,Chưa triển khai
112,kỳ co,Bình Định,https://docs.google.com/document/d/1PEv01OER9i8FYtUWH1UxAuAiBW3ZNpsiAEHPDq2PgUA/edit?tab=t.0,Hạnh,Hân 12/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/ky-co,,,,Chưa triển khai
113,ghềnh ráng tiên sa,Bình Định,https://docs.google.com/document/d/1CWb2OfGYr4hzExxRwVmfAjalsJlfM3KYAfsLAvZO5HI/edit?tab=t.0,Hạnh,Hân 12/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/ghenh-rang-tien-sa,,,,Chưa triển khai
114,cù lao xanh,Bình Định,https://docs.google.com/document/d/1sbSFRgPOKBXPyoG5PVfXT3lERYGeG2kFggQV2sM2fcY/edit?usp=sharing,Hạnh,Hân 12/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cu-lao-xanh,,,,Chưa triển khai
115,Hòn khô,Bình Định,https://docs.google.com/document/d/1G6iZ8-ihfEh3PUsxBIcnBl9cqphcOTgg34PFTx8SDYI/edit?tab=t.0#heading=h.xf1c7l7t5i68,#N/A,#N/A,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/hon-kho,,,,Chưa triển khai
116,đầm thị nại,Bình Định,https://docs.google.com/document/d/1zb8mn0dcCaC_ZoB6PUQctpbcnO_19QKTc2_pC4VIcv4/edit?tab=t.0,Hạnh,Hân 20/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dam-thi-nai,,,,Chưa triển khai
117,khu du lịch sinh thái hầm hô,Bình Định,https://docs.google.com/document/d/1BpdHwMuaraC6qodHC3liZoA8TlWsJQ97QvqjJTXVqwY/edit?tab=t.0,Châu Anh,C Thy 22/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/khu-du-lich-sinh-thai-ham-ho,,,,Chưa triển khai
118,đền lảnh giang,Hà Nam,https://docs.google.com/document/d/1xMC4tV0Kz7KUhTcQEhqYHYpAGVMnOhdY3_yIUFF-S9A/edit?tab=t.0,Hạnh,Hân 23/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/den-lanh-giang,,,,Chưa triển khai
119,du lịch hà nam,Hà Nam,https://docs.google.com/document/d/1Q0864mr7DOJI-NFIOoJBlAtkzAPxf1g0B1AZWbi1STA/edit?tab=t.0#heading=h.f25ixq8m7hsz,Châu Anh,C Hà Phương 15/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-ha-nam,,,,Chưa triển khai
120,khu du lịch ao dong hang luồn,Hà Nam,https://docs.google.com/document/d/1mMUDZe-R7-BZyWq3kciaY_OS2lSLEoSoAeJUwqHEs2M/edit?tab=t.0,Hạnh,Hân 23/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/khu-du-lich-ao-dong-hang-luon,,,,Chưa triển khai
121,chùa cây thị,Hà Nam,https://docs.google.com/document/d/1eHXkzp6mPsXnRZ_10h2SPjCQsYAE8gptz9sOW_Pu09w/edit?tab=t.0#heading=h.e0pbgty41qyg,Hạnh,Hân 23/4,http://vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-cay-thi,,,,Chưa triển khai
122,chùa phật quang,Hà Nam,https://docs.google.com/document/d/1ab2eiDVDEo50LSNJtet4_574oUOTYtjIRK3zA5YbPPg/edit?tab=t.0,Trang,Ngọc 1/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-phat-quang,,,,Chưa triển khai
123,chùa bà đanh,Hà Nam,https://docs.google.com/document/d/1tVFCNtL701SYXKFdfJaAUDjSmf04cfJBUObzpZ3MG2k/edit?usp=sharing,Trang,Ngọc 2/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-ba-danh,,,,Chưa triển khai
124,chùa ninh tảo,Hà Nam,https://docs.google.com/document/d/1aEXmC7DnfgiSUzpaRQpO3AoowiW1JfvgXulQ2ta7a-s/edit?usp=sharing,Trang,Ngọc 3/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-ninh-tao,,,,Chưa triển khai
125,hồ núi đá,Tây Ninh,https://docs.google.com/document/d/11TMg430hplGB8TqSCRVZvxt1AsWE2BCJC2hfOnNDXvY/edit?tab=t.0,Hạnh,Hạnh 17/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/ho-nui-da,,,,Chưa triển khai
126,cửa khẩu mộc bài,Tây Ninh,https://docs.google.com/document/d/1Gvsj52xRN8cHUsGRkL9-XnWJgPQ50YxDhd_wq8xaSVA/edit?tab=t.0,Hạnh,Hạnh 17/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cua-khau-moc-bai,,,,Chưa triển khai
127,du lịch phú yên,Phú Yên,https://docs.google.com/document/d/1-M5FjGYVHMSOqArFwagwq2e8r0uIbJWHXGp344TgVTc/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-phu-yen,,,,Chưa triển khai
128,đặc sản phú yên,Phú Yên,https://docs.google.com/document/d/1R5cDyxiTONTB0tVZCgBizsDYtbLVLu1cVHRfWxvDvAw/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-phu-yen,,,,Chưa triển khai
129,gành đá đĩa,Phú Yên,https://docs.google.com/document/d/1ZKcWrNYbmr_kdkVraitAR0omeSS6olkmkCsc_Tlzcvk/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/ganh-da-dia,,,,Chưa triển khai
130,hải đăng gành đèn,Phú Yên,https://docs.google.com/document/d/1Y821dXWJ-gk099K-xgIfjzz9hyWW-yZeu8HPuolUkBM/edit?tab=t.0#heading=h.kcv314ywxb28,Châu Anh,C Hà Phương 22/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/hai-dang-ganh-den,,,,Chưa triển khai
131,bãi xép,Phú Yên,https://docs.google.com/document/d/1yLcZqNuIijLxJt0ocDEJvmEXgIjDGJ4xnaJtgOT5ARI/edit?tab=t.0,Châu Anh,C Hà Phương 22/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-xep,,,,Chưa triển khai
132,mũi điện,Phú Yên,https://docs.google.com/document/d/1wdu70ZhqocHqCXOxR0Yv7XgEs4aEBS0hBLM-pNxbJ0Y/edit?tab=t.0,Châu Anh,C Hà Phương 22/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/mui-dien,,,,Chưa triển khai
133,vịnh vũng rô,Phú Yên,https://docs.google.com/document/d/1nmvIueBGGxQrDc0mOunWCadQEDtnHKkCG0VCIVdNiiU/edit?tab=t.0,Châu Anh,C Thy 22/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/vinh-vung-ro,,,,Chưa triển khai
134,đầm ô loan,Phú Yên,https://docs.google.com/document/d/1EzySl3wtrKg3DjQqxs2VHAnSXJK0veRsEMw4XlJAzn4/edit?tab=t.0,Châu Anh,C Thy 22/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dam-o-loan,,,,Chưa triển khai
135,hòn yến,Phú Yên,https://docs.google.com/document/d/1zTM5-Zc9_OMjm4hSlEzFJmc4WzNbLG0Mit-a0CvcKHY/edit?tab=t.0,Châu Anh,Huyền 22/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/hon-yen,,,,Chưa triển khai
136,tháp nghinh phong,Phú Yên,https://docs.google.com/document/d/1libeUJ_YKf_tWnQY9x0Sl0LVJnI2fUpkcKeBTSuhVQY/edit?tab=t.0,Trang,Trúc 30/4,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/thap-nghinh-phong,,,,Chưa triển khai
137,cửa lò nghệ an,Nghệ An,https://docs.google.com/document/d/1DNX2Rvj85Cd_6KqyoVu5Pf8vmBjfFSfXXc_tJ1oQris/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cua-lo-nghe-an,,,,Chưa triển khai
138,đặc sản nghệ an,Nghệ An,https://docs.google.com/document/d/15YUwsA8gGtZEg2HJGzqv1FCo6ivzrSlQ878vUS6gtrE/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-nghe-an,,,,Chưa triển khai
139,đền ông hoàng mười nghệ an,Nghệ An,https://docs.google.com/document/d/1J0qm_9ymkwSWBukwyFu2hiOSwg3rEpNbGQxXmf7C_F8/edit?usp=sharing,Trang,Linh 5/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/den-ong-hoang-muoi-nghe-an,,,,Chưa triển khai
140,biển quỳnh nghệ an,Nghệ An,https://docs.google.com/document/d/1ExecOHjylQrLzwUR495laMzIIG0brA-EOJHkewV0QH0/edit?tab=t.0#heading=h.7oewihidu0lu,Trang,Linh 5/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bien-quynh-nghe-an,,,,Chưa triển khai
141,du lịch nghệ an,Nghệ An,https://docs.google.com/document/d/1XfvcMKHxX9OHywAA3k57tPUfvnxE7pjthd-haM-eQYI/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-nghe-an,,,,Chưa triển khai
142,làng sen quê bác,Nghệ An,https://docs.google.com/document/d/1wx0z3JaXX_QuVPEeojPJVbK8Pu__htqD9YZjzKnJ2hA/edit?tab=t.0#heading=h.1hrbbnwvqf0v,Trang,Linh 6/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/lang-sen-que-bac,,,,Chưa triển khai
143,sân bay vinh,Nghệ An,https://docs.google.com/document/d/1_Ar00BbRQT6POQteImSJYrR-At_sIrV8rTyZI2Qj4RE/edit?usp=sharing,Trang,C Quỳnh 2/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-vinh,,,,Chưa triển khai
144,du lịch thanh hóa,Thanh Hóa,https://docs.google.com/document/d/17rrMgMJ90heL0bDB1cx-bgp1eYfB1MV5PaIuuPAqk8k/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-thanh-hoa,,,,Chưa triển khai
145,bãi biển sầm sơn,Thanh Hóa,https://docs.google.com/document/d/1vruoNPZAtKRLttNGiy5bpMX9xaLI_M205wpBdQDybBs/edit?usp=sharing,Trang,C Quỳnh 6/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-sam-son,,,,Chưa triển khai
146,pù luông,Thanh Hóa,https://docs.google.com/document/d/1tvpEpqf6xs03UCjYvx0v4WDFwaF-F6dxLE4MunJq_gQ/edit?usp=sharing,Trang,C Quỳnh 7/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/pu-luong,,,,Chưa triển khai
147,đền cô chín thanh hóa,Thanh Hóa,https://docs.google.com/document/d/1W7_VjnRCxs46Fk-FosrQA_XiGRPgXoqk_i1XIVRfH_Y/edit?usp=sharing,Trang,C Quỳnh 8/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/den-co-chin-thanh-hoa,,,,Chưa triển khai
148,vườn quốc gia bến en,Thanh Hóa,https://docs.google.com/document/d/1x5pcSv_SmHhudcgX1wRiEoSg_MVCslvbOQ3Be29r884/edit?tab=t.0,Trang,C Quỳnh 9/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/vuon-quoc-gia-ben-en,,,,Chưa triển khai
149,thành nhà hồ,Thanh Hóa,https://docs.google.com/document/d/1i5-j4RoG7T4p6aDF94XmqU1BX7IVZ-qJvx5mU3EKfO0/edit?tab=t.0,Trang,C Quỳnh 10/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/thanh-nha-ho,,,,Chưa triển khai
150,bãi đông đảo nghi sơn,Thanh Hóa,https://docs.google.com/document/d/1J27BCVn6iyWQ6yxDXPapJUA_WTefmV0UQJRLjcJyp5I/edit?usp=sharing,Trang,C Quỳnh 11/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-dong-dao-nghi-son,,,,Chưa triển khai
151,suối cá thần cẩm lương,Thanh Hóa,https://docs.google.com/document/d/1DFSc8iqU7ChJnqlrhK4Lp1QMasOcXL6rU0LnO9vorNM/edit?usp=sharing,Trang,C Quỳnh 16/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/suoi-ca-than-cam-luong,,,,Chưa triển khai
152,bãi biển hải tiến,Thanh Hóa,https://docs.google.com/document/d/1KhUtX6PdzdivG8mbZRCmXLIxJqJ3BOgzstQPN0aK39Q/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-hai-tien,,,,Chưa triển khai
153,đặc sản thanh hóa,Thanh Hóa,https://docs.google.com/document/d/1iGyHfIJNhE7171kFNXGwVSWYrvninL81k3ghQuQfKeg/edit?tab=t.0,Châu Anh,C Hà Phương 15/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-thanh-hoa,,,,Chưa triển khai
154,khu du lịch long điền sơn,Tây Ninh,https://docs.google.com/document/d/1dE96intdc8ooEnxW51kwkXToHnosVN-GfFamVPobjiM/edit?tab=t.0,Châu Anh,C Hà Phương 15/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/khu-du-lich-long-dien-son,,,,Chưa triển khai
155,khu di tích kim liên quê nội bác hồ,Nghệ An,https://docs.google.com/document/d/1WKzAUPxZ3L_wLGwPcWRfrCzBQOSBkzvbLkCArt5BpA0/edit?tab=t.0,Trang,Trúc 6/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/khu-di-tich-kim-lien-que-noi-bac-ho,,,,Chưa triển khai
156,thành cổ vinh,Nghệ An,https://docs.google.com/document/d/16OkKpCnzGS3mVyR5lEAGfQBXc8aToqRS9eQ_sVgD3Fg/edit?tab=t.0,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/thanh-co-vinh,,,,Chưa triển khai
157,chùa đại tuệ,Nghệ An,https://docs.google.com/document/d/1n3J-htT9jsOmmQP4ub59Hlz12O-s4sJ5aUix2zseqas/edit?usp=sharing,Trang,Trúc,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-dai-tue,,,,Chưa triển khai
158,đặc sản quảng bình,Quảng Bình,https://docs.google.com/document/d/18k_9uoo1QI_V38oRRhd76VgHyvCNU8gX5cBbfpJ7ceM/edit?tab=t.0#heading=h.f25ixq8m7hsz,Châu Anh,C Hà Phương 15/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-quang-binh,,,,Chưa triển khai
159,biển quảng bình,Quảng Bình,https://docs.google.com/document/d/1RUCTs41kXiDb2GEoHwjooYmY7DzvaEyHMuZsgRp1BFc/edit?tab=t.0,Châu Anh,C Thy 15/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bien-quang-binh,,,,Chưa triển khai
160,sân bay đồng hới,Quảng Bình,https://docs.google.com/document/d/1tITqsSBzG7dvD-ianl883gf0nl4mKQgGEx9fEEFeegI/edit?usp=sharing,Trang,Nhi 26/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-dong-hoi,,,,Chưa triển khai
161,động thiên đường,Quảng Bình,https://docs.google.com/document/d/12HKWcIm8vpOd59xItOpEXci8AFeHc0F0jd4UdiAwa9I/edit?tab=t.0#heading=h.eh0mpknssbns,Châu Anh,C Thy 15/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dong-thien-duong,,,,Chưa triển khai
162,vườn quốc gia phong nha kẻ bàng,Quảng Bình,https://docs.google.com/document/d/1ComgECuQuSwMo_ysF32q-uex1fIfGCNZ9jQG-PdWyxk/edit?tab=t.0,Châu Anh,C Thy 15/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/vuon-quoc-gia-phong-nha-ke-bang,,,,Chưa triển khai
163,biển nhật lệ,Quảng Bình,https://docs.google.com/document/d/1EnI14_O3w7cUs-BNmAoGKhoyORxCCxy3B7dUwy4XKE0/edit?tab=t.0,Châu Anh,C Thy 15/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bien-nhat-le,,,,Chưa triển khai
164,mộ đại tướng võ nguyên giáp,Quảng Bình,https://docs.google.com/document/d/1_zwAZavWndntQ_iVez39ITgKTNB39TZL4gI6AG8Ktrw/edit?tab=t.0,Châu Anh,Huyền 15/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/mo-dai-tuong-vo-nguyen-giap,,,,Chưa triển khai
165,bãi đá nhảy,Quảng Bình,https://docs.google.com/document/d/1sT9TpVVbGwxQdHaiIvBsvXACP_0GDzN6LNLm9078veI/edit?usp=sharing,Trang,Nhi 16/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-da-nhay,,,,Chưa triển khai
166,tượng đài mẹ suốt,Quảng Bình,https://docs.google.com/document/d/1Xo4kzOVhbEVH2rCfHJGTx8XWj45dscX6sW07o6vQZBA/edit?tab=t.0,Trang,Nhi 17/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/tuong-dai-me-suot,,,,Chưa triển khai
167,vũng chùa đảo yến,Quảng Bình,https://docs.google.com/document/d/1dRW3GVKLFc8CZAEk5WKH-Y2W5jegAGWcx_0QNRzN1UQ/edit?tab=t.0#heading=h.q5ayhbvhxh01,Trang,Nhi 17/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/vung-chua-dao-yen,,,,Chưa triển khai
168,động phong nha,Quảng Bình,https://docs.google.com/document/d/1khAh7PTGS0kRcBKG-4q-RuYU4O2RHQgCWJ9hGhnxCFM/edit?usp=sharing,Trang,Trúc 19/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dong-phong-nha,,,,Chưa triển khai
169,quảng bình quan,Quảng Bình,https://docs.google.com/document/d/19RpOAi24szmqsQ7nmVfn_REf2FVRbQnv74gh8VKTpWw/edit?usp=sharing,Trang,Trúc 19/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/quang-binh-quan,,,,Chưa triển khai
170,du lịch sơn la,Sơn La,https://docs.google.com/document/d/1hxUkt--AbtqaFwhoF4-DMbaHeIhJUgmEHQ_PB8CFWjg/edit?tab=t.0,Châu Anh,Huyền 15/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-son-la,,,,Chưa triển khai
171,du lịch tà xùa,Sơn La,https://docs.google.com/document/d/1qBkfT9c024Vc4kqfMoIzE_0hFwVxXpz1c4fJBL7v_X4/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-ta-xua,,,,Chưa triển khai
172,cây cô đơn tà xùa,Sơn La,https://docs.google.com/document/d/17Hf9mSC-qPNyOBcr3zfvRcKZjLxo0dg4GIqgyy5aygk/edit?tab=t.0,Trang,Nhi 20/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cay-co-don-ta-xua,,,,Chưa triển khai
